paragraph_id,chapter,original_text,translated_text,prompt,subject,verb,object
3,4,"Mai nói rất tự nhiên. Bởi vì tôn giáo xứ sở chàng bảo rằng cái sướng cái khổ hiện tại là kết quả của sự ăn ở tốt hay xấu của tiền kiếp. Nhưng trong số người dự tiệc có mấy viên quan hầu gần vua, vốn ghét chàng từ lâu. Chụp lấy câu nói mà họ cho là ngạo mạn đó, họ bèn vội vàng về tâu cho vua biết.","He spoke quite naturally, for the religion of his homeland taught that present fortune or suffering was the result of good or evil deeds in a past life. Yet among the guests were officials close to the King who had long despised him. They seized upon what they deemed an arrogant remark and hastened to report it to the King.","Traditional Vietnamese painting style, devious officials whispering into the ear of King Hung who looks suspicious on his throne, palace pillars in background, dramatic shadowing suggesting treachery, close-up, highly detailed, 8k resolution.",Officials,Whispering / Reporting,To the King
4,4,"Vua Hùng nghe nói vô cùng giận dữ. Vua gầm lên: - Chà! Thằng láo! Hôm nay nó nói thế, ngày mai nó còn tuôn ra những lời bất kính đến đâu. Quân nô lệ phản trắc! Giam cổ nó lại cho ta!","When the Hung King heard this, he was filled with rage. He roared that if Mai dared speak such words today, he would surely utter even greater disrespect tomorrow. Branding him a treacherous slave, the King ordered that he be thrown into prison.","Traditional Vietnamese painting style, King Hung shouting angrily and pointing his finger, face red with rage, royal guards stepping forward to take orders, intense emotional atmosphere, throne room setting, medium shot, highly detailed, masterpiece quality.",King Hung,Shouting / Ordering,Arrest
5,4,"Buổi chiều hôm ấy, Mai bị bắt bỏ vào ngục tối. Bấy giờ chàng mới hiểu chàng lỡ lời. Mai tự bảo: - 'Nếu từ nay trở đi ta bị đày đọa là vì kiếp trước ta đã cư xử không phải'.","That very afternoon, Mai An Tiem was seized and cast into a dark dungeon. Only then did he realize that he had spoken carelessly. He reflected to himself that if he were to suffer henceforth, it must be the consequence of misdeeds in a former life.","Traditional Vietnamese painting style, Mai An Tiem sitting cross-legged on the floor of a dark wooden dungeon, wearing simple white prison clothes, a ray of light coming through a small high window, contemplative and calm expression, moody lighting, highly detailed, professional artwork.",Mai An Tiem,Sitting / Reflecting,In dungeon
6,4,"Trong khi đó thì ở triều, các quan họp bàn để xử án Mai. Nhiều người đề nghị xử tử. Có người đề nghị cắt gót chân. Nhưng lời tâu của một ông quan già làm cho Hùng Vương chú ý:","Meanwhile, at court, the officials convened to decide Mai An Tiem’s fate. Many called for his execution, while others proposed harsh mutilation. At last, the counsel of an elderly official caught the King’s attention.","Traditional Vietnamese painting style, court officials bowing and arguing in the royal hall, an elderly bearded mandarin stepping forward to speak to the King, serious political atmosphere, wide angle, highly detailed, 8k resolution.",Officials,Debating / Proposing,Punishment
7,4,"- Hắn bị tội chết là đúng. Nhưng trước khi hắn chết ta nên bắt hắn phải nhận ra một cách thấm thía rằng những của cải của hắn đây là do ơn trời biển của bệ hạ chứ chả phải là vật tiền thân nào cả. Tôi nghe ngoài cửa Nga-sơn có một hòn đảo. Cho hắn ra đấy ,","The old official declared that Mai indeed deserved death, but before dying he should be made to understand, most bitterly, that his wealth came from the boundless grace of His Majesty, not from any former life. He suggested banishing Mai to a remote island off Nga Son.","Traditional Vietnamese painting style, the old mandarin pointing towards the distant sea on a map held by servants, King Hung listening thoughtfully, intricate court attire, narrative focus, medium shot, highly detailed, professional artwork.",Old Official,Suggesting,Exile to island
8,4,"Vua Hùng gật đầu chấp thuận. Nhưng sau khi ra lệnh, vua còn dặn: - 'Cho hắn lương vừa đủ dùng trong một mùa, nghe không'.","The Hung King nodded in agreement, then added that Mai was to be given provisions sufficient for only a single season.","Traditional Vietnamese painting style, King Hung handing a small meager bag of grain to a guard, stern expression, symbolizing limited provisions, royal setting, contrast between wealth of king and poverty of the gift, close-up, highly detailed, masterpiece quality.",King Hung,Ordering,Limited provisions
9,4,"Hôm đi đày, tuy ai nấy hết lời can ngăn nhưng vợ Mai An Tiêm vẫn nhất quyết theo chồng ra hải đảo. Nàng bồng cả con trai đi theo. Tất cả mọi người đều cho là việc rồ dại. Còn nàng thì tin ở lời chồng: - 'Trời sinh voi trời sinh cỏ. Lo gì!'.","On the day of exile, despite everyone’s earnest attempts to dissuade her, Mai An Tiem’s wife insisted on following her husband to the island, carrying their young son with her. All considered her decision foolish, yet she trusted her husband’s belief that Heaven would provide.","Traditional Vietnamese painting style, Mai's wife carrying a child and a small bundle, standing firmly beside Mai An Tiem who is in chains, guards and crying relatives in background, outdoor setting, determined and loyal atmosphere, medium shot, highly detailed, 8k resolution.",Wife,Following / Holding child,Mai An Tiem
10,4,"Nhưng khi bước chân lên bãi cát hoang vu mịt mù, người thiếu phụ đó cũng không ngăn nổi cảm giác tủi thân, nức nở gục vào vai chồng: - Chúng ta đành chết mất ở đây thôi. Mai ôm con, bảo vợ: - Trời luôn luôn có con mắt. Cứ phấn chấn lên. Đừng lo!","Yet when she set foot upon the desolate stretch of sand, the young woman could no longer restrain her despair. Sobbing, she collapsed against her husband’s shoulder, crying that they would surely die there. Holding their child, Mai reassured her that Heaven was ever watchful and urged her not to lose heart.","Traditional Vietnamese painting style, a desolate sandy beach with crashing waves, the wife crying on Mai's shoulder, Mai looking out at the ocean with determination, grey sky, lonely and desperate mood, landscape composition, highly detailed, masterpiece quality.",Wife and Mai,Crying / Comforting,On the beach
11,4,"Hơn một tháng đầu, đời sống của vợ chồng đã tạm ổn. Nhà ở thì chui trong hốc đá đã được đan phên che sương gió. Nước uống thì đã có suối. Muối không có thì đã có nước biển. Nhưng còn việc kéo dài sự sống? Hai vợ chồng nhìn vào bồ gạo đã vơi: - 'Nếu chúng ta có được một nắm hạt giống thì quyết không lo ngại gì cả'.","During the first month, their lives gradually stabilized. They made shelter in a rocky crevice, weaving screens to block wind and dew. A spring supplied drinking water, and seawater served in place of salt. Yet as their rice supply dwindled, they worried about survival and wished only for a handful of seeds to sustain them.","Traditional Vietnamese painting style, the couple sitting inside a makeshift shelter in a rock crevice, looking worriedly at a nearly empty bamboo rice basket, primitive living conditions, natural light, survival atmosphere, medium shot, highly detailed, professional artwork.",Couple,Looking at,Empty rice basket
12,4,"Tự nhiên, một hôm có một đàn chim lớn bay từ phương Tây lại, đậu đen ngòm cả một bãi cát. Rồi chúng bay đến trước mặt hai vợ chồng kêu váng cả lên, thả xuống năm sáu hạt.","One day, a large flock of birds flew in from the west, darkening the sandy shore. They fluttered before the couple, crying loudly, and dropped several seeds at their feet.","Traditional Vietnamese painting style, a large flock of black birds flying over the white sand beach, dropping small black seeds near Mai An Tiem's feet, Mai looking up in surprise, dynamic motion, high contrast, highly detailed, 8k resolution.",Birds,Dropping,Seeds
13,4,"Ít lâu sau từ những hạt ấy mọc ra một loại cây dây bò lan xanh um cả bãi. Dây bò đến đâu, những quả xanh non mơn mởn nhú ra đến đấy. Ít lâu sau nữa, vợ chồng ra xem thì quả nào quả ấy đã lớn lên như thổi, da xanh mượt, tròn to bằng đầu người.","Before long, vines sprouted from the seeds and spread lushly across the beach. Wherever the vines crept, tender green fruits began to form. Soon after, the couple found the fruits had grown astonishingly large, smooth-skinned and round, each as big as a human head.","Traditional Vietnamese painting style, a lush patch of green vines spreading over the sand, large round green watermelons growing on the vines, sunlight glistening on the fruit skin, miracle of nature, close-up landscape, highly detailed, masterpiece quality.",Green Vines,Spreading / Growing,On sand
14,4,"Mai trẩy một quả, bổ ra thấy ruột đỏ hồng, hạt đen nhánh. Vợ chồng con cái cùng nếm thấy vị thanh thanh dịu ngọt. Càng ăn càng mát đến ruột gan. Mai reo lên: - Ồ! đây là thứ dưa lạ, chưa từng thấy bao giờ. Hãy gọi nó là dưa Tây, vì thứ dưa này được bầy chim đưa từ phương Tây lại, từ đất liền ra cho chúng ta. Trời nuôi sống chúng ta rồi!","Mai An Tiem picked one fruit and split it open, revealing rosy red flesh dotted with jet-black seeds. The family tasted it and found it mildly sweet and wonderfully refreshing. The more they ate, the more deeply cooled they felt within. Delighted, Mai exclaimed that it was a strange melon never seen before. He named it the Western Melon, believing it had been brought from the west by birds and that Heaven had granted them life.","Traditional Vietnamese painting style, Mai An Tiem holding a split watermelon showing bright red flesh and black seeds, his wife and child eating slices happily, expressions of joy and relief, beach background, vibrant colors, medium shot, highly detailed, professional artwork.",Mai An Tiem,Holding / Eating,Watermelon
15,4,Từ hôm đó hai vợ chồng cố trồng thêm cho thật nhiều dưa. Họ trù tính ăn dưa thay cơm để đỡ phải dùng số gạo đã gần kiệt.,"From that day on, the couple worked diligently to grow as many melons as possible, planning to live on them so as to conserve their nearly exhausted rice.","Traditional Vietnamese painting style, Mai and his wife working hard under the sun, digging the sand to plant more melon seeds, vast green field of melons extending into the distance, hardworking atmosphere, wide angle, highly detailed, 8k resolution.",Couple,Planting / Digging,Melon field
16,4,"Một hôm vợ chồng Mai bắt gặp một chiếc thuyền đánh cá đi lạc ra đảo. Sau khi giúp họ sửa buồm lái để trở về đất liền, Mai còn đưa biếu một số dưa để họ đưa về cho mọi người nếm thử. Mai bảo họ chở gạo ra đổi lấy dưa.","One day, Mai An Tiem and his wife came upon a fishing boat that had drifted off course to the island. After helping the fishermen repair their sail and rudder, Mai gifted them several melons to take back for others to taste, asking them to return with rice in exchange.","Traditional Vietnamese painting style, Mai helping fishermen fix a wooden sail on a boat beached on the sand, giving them watermelons as gifts, blue sea background, cooperative atmosphere, medium shot, highly detailed, masterpiece quality.",Mai An Tiem,Helping / Giving melons,Fishermen
17,4,"Chỉ cách mấy ngày, con thuyền thứ nhất đã đến cắm neo ở bến, chở ra cho hai vợ chồng khá nhiều gạo. Hai bên y ước: một bên nhận lấy số gạo còn một bên xếp dưa xuống thuyền.","Only a few days later, the same boat returned and anchored at the shore, bringing a generous supply of rice. Both sides honored their agreement: one received rice, while the other loaded melons onto the boat.","Traditional Vietnamese painting style, trade scene on the beach, fishermen unloading white rice sacks while Mai loads round watermelons onto the boat, sunny weather, busy and hopeful mood, medium shot, highly detailed, professional artwork.",Fishermen and Mai,Exchanging rice,For melons
18,4,"Từ đó trở đi, bữa ăn của họ đã khác trước. Ngồi bên nồi cơm trắng hơi lên nghi ngút, vợ Mai ôm lấy con, lẩm bẩm: - 'Trời nuôi sống chúng ta thực!' Cũng từ hôm đó, vợ chồng trồng thêm nhiều dưa nữa. Kết quả là thuyền buôn có, thuyền chài có, lũ lượt ra đỗ ở hải đảo đưa gạo, áo quần, gà lợn, dao búa, lại có cả các thứ hạt giống khác, để đổi lấy dưa.","From then on, their meals were transformed. Sitting beside a pot of steaming white rice, Mai’s wife held their child and murmured that Heaven truly sustained them. Encouraged, the couple planted even more melons. Soon, merchant ships and fishing boats alike flocked to the island, bringing rice, clothing, livestock, tools, and various seeds in exchange for melons.","Traditional Vietnamese painting style, family sitting around a full meal with steaming rice, background shows the beach busy with many boats arriving and goods being traded, prosperous atmosphere, wide shot, highly detailed, 8k resolution.",Family,Eating / Watching,Busy beach
19,4,Những người trong thuyền nói với Mai: - Thật quả từ xưa chưa hề có loại dưa nào quý đến thế. Ở vùng chúng tôi ai cũng ao ước được nếm một miếng thứ 'dưa hấu' này dù phải đổi bao nhiêu gạo cũng không tiếc.,"The traders told Mai An Tiem that never before had such a precious melon existed. In their lands, everyone longed to taste this fruit—now called watermelon—and willingly traded great quantities of rice for it.","Traditional Vietnamese painting style, a group of traders inspecting watermelons in their hands with admiration, speaking to Mai An Tiem, detailed facial expressions of delight, beach market setting, close-up, highly detailed, masterpiece quality.",Traders,Admiring / Praising,Watermelon
20,4,Ngày ấy người ta tranh nhau mua dưa lấy giống cho nên chỉ trong vài ba năm giống dưa lan tràn khắp nơi. Tên tuổi vợ chồng Mai An Tiêm được truyền đi xa rộng. Dân gọi tôn là 'Bố cái dưa Tây'.,"In those days, people competed eagerly to buy melons for their seeds, and within just a few years the variety spread far and wide. The fame of Mai An Tiem and his wife traveled everywhere, and people honored him as the Father of the Western Melon.","Traditional Vietnamese painting style, a bustling mainland market scene where people are crowding to buy watermelons and seeds, talking about Mai An Tiem, vibrant colors of ancient Vietnam, wide angle, highly detailed, professional artwork.",People,Buying / Crowding,Melons
21,4,Lại nói chuyện vua Hùng một hôm la rầy viên quan hầu đã vì dốt nát để thợ dựng hỏng một ngôi nhà. Vua buột miệng than thở - 'Phải chi có Mai An Tiêm thì đâu đến nỗi'. Ngày hôm đó vua nhắc mãi đến chàng. Đã hai lần vua cho hỏi Lạc hầu xem hiện giờ Mai đang làm gì ở đâu. Lạc hầu đáp liều: - 'Chắc hắn không còn nữa!'.,"Meanwhile, at court, the Hung King once scolded an attendant whose ignorance had led craftsmen to ruin a building. He sighed that had Mai An Tiem been present, matters would not have turned out so poorly. That day, the King spoke of him repeatedly and twice asked a lord about Mai’s whereabouts, only to receive the reckless reply that he must surely be dead.","Traditional Vietnamese painting style, King Hung looking disappointed at a poorly constructed wooden pillar in the palace, scolding a kneeling servant, remembering Mai An Tiem, regretful atmosphere, medium shot, highly detailed, 8k resolution.",King Hung,Scolding / Regretting,Servant
22,4,"Nhưng vua không tin. Vua sai ngay một tên nô khác cấp cho lương ăn và thuyền để hắn vào châu Ái tìm Mai An Tiêm. Một tháng sau, hắn ta mang về cho vua một thuyền đầy dưa Tây và nói: - Đây là lễ vật của ông bà Mai dâng bệ hạ.","The King did not believe this. He immediately sent another servant with provisions and a boat to Ái Province to search for Mai An Tiem. A month later, the man returned with a boat laden with Western Melons, saying they were a tribute from Mai and his wife.","Traditional Vietnamese painting style, a servant kneeling before King Hung presenting a tray of large green watermelons, the King looking surprised and pleased, palace setting, medium shot, highly detailed, masterpiece quality.",Servant,Presenting,Watermelons
23,4,"Hắn kể cho vua biết rõ những ngày tân khổ và tình trạng hiện nay của hai vợ chồng Mai. Rồi hắn tâu tiếp: - Bây giờ ông bà Mai đã có nhà cửa ở ngoài ấy khá đẹp, có đến hơn mười người hầu hạ, có bãi dưa, có ruộng lúa và rất nhiều lợn gà...","He recounted in detail the hardships the couple had endured and described their present prosperity, reporting that they now possessed a fine house, many servants, melon fields, rice paddies, and abundant livestock.","Traditional Vietnamese painting style, the servant gesturing with hands describing a large house and farm, King Hung listening intently with a smile, warm lighting, storytelling atmosphere, close-up, highly detailed, professional artwork.",Servant,Describing,Mai's prosperity
24,4,"Vua Hùng càng nghe càng sửng sốt. Vua chắt lưỡi bảo mấy viên quan hầu cận ngày nọ đã tố cáo Mai: - Hắn bảo là vật tiền thân của hắn, thật đúng chứ không sai! Vua bèn sai một đoàn lính hầu đi đón hai vợ chồng về, cho Mai trở lại chức cũ. Vua lại ban cho hai người con gái hầu để an ủi chàng.","The Hung King grew more astonished with every word. He remarked to the officials who had once accused Mai that his claim of the fruits of a former life had indeed been true. The King then dispatched an escort to bring the couple back, restored Mai to his former position, and granted him two maidservants as consolation.","Traditional Vietnamese painting style, King Hung sitting on the throne pointing calmly at the ashamed officials, while ordering a royal palanquin to go fetch Mai, justice and redemption atmosphere, wide shot, highly detailed, masterpiece quality.",King Hung,Vindicating Mai / Ordering,Officials
25,4,"Bây giờ chỗ hải đảo, người ta còn gọi là bãi An Tiêm. Những người kế tiếp công việc của hai vợ chồng Mai trên đảo vẫn còn dòng dõi đông đúc. Họ lập thành làng gọi là làng Mai-an. ở ngôi nhà cũ của Mai thì họ lập đền thờ hai vợ chồng chàng. Nhân dân gọi là 'ông bà tổ dưa Tây (hay dưa hấu)'.","Today, the island is still known as An Tiem Beach. The descendants of those who carried on the couple’s work there remain numerous, forming what is now called Mai-An Village. On the site of Mai’s former home, a temple was built to honor the couple, whom the people revere as the Ancestors of the Western Melon, or Watermelon.","Traditional Vietnamese painting style, a peaceful ancient temple with curved tiled roofs located on a green island, surrounded by melon fields, villagers working in the distance, soft sunset light, legacy and history atmosphere, landscape shot, highly detailed, 8k resolution.",Temple,Standing,On island
,,,,,,,
1,5,"Ngày xưa, một nhà nọ có Tân và Lang là hai anh em ruột, dáng người và mặt mày giống nhau như đúc, đến nỗi chính người nhà cũng nhiều phen nhầm lẫn. Cha họ là người cao to nhất vùng, từng được vua Hùng triệu về Phong Châu ban thưởng và đặt tên là Cao. Từ đó gia đình lấy chữ Cao làm họ.","Once upon a time, there lived two brothers named Tan and Lang who were so identical in appearance that even their own family often mistook one for the other. Their father, the tallest man in the region, had once been summoned by the Hung King to Phong Chau, where he was rewarded and granted the name Cao. From then on, the family took Cao as their surname.","Traditional Vietnamese painting style, two identical twin brothers standing side by side wearing simple ancient Vietnamese clothes, resembling each other perfectly, their tall father standing proudly behind them receiving a decree from a royal messenger, rural village background, warm colors, medium shot, highly detailed, masterpiece quality.",Twin Brothers,Standing,Beside father
2,5,"Hai anh em lớn lên thì cha mẹ lần lượt qua đời. Hai người quyến luyến nhau, không chịu rời nửa bước. Trước khi mất, cha gửi gắm Tân cho một đạo sĩ họ Lưu. Nhưng khi Tân đi theo học, Lang không chịu ở nhà một mình, cũng xin theo học cùng anh. Nhà họ Lưu có một cô con gái cùng lứa tuổi với họ.","As the brothers grew older, their parents passed away one after another. Bound closely to each other, they could not bear to be apart. Before his death, their father entrusted Tan to a Taoist master of the Luu family. When Tan left to study, Lang refused to remain alone and begged to accompany his brother. The Luu family had a daughter who was the same age as the two brothers.","Traditional Vietnamese painting style, two brothers walking together on a dirt road carrying bundles of books and clothes, approaching a wooden house of a Taoist master nestled in the mountains, misty atmosphere, brotherly bond, wide angle, highly detailed, 8k resolution.",Brothers,Following,Taoist master
3,5,"Để phân biệt ai là anh, ai là em, một hôm cô gái họ Lưu bày ra một mẹo nhỏ. Khi hai anh em đang đói, nàng chỉ dọn một bát cháo với một đôi đũa. Đứng sau khe vách, nàng thấy một người nhường cháo cho người kia ăn và thầm nghĩ rằng người vui tính ấy chính là anh.","To distinguish the elder from the younger, the Luu family's daughter devised a small trick one day. When the brothers were hungry, she served them only a single bowl of porridge with one pair of chopsticks. Watching quietly from behind a partition, she saw one brother yield the food to the other and concluded that the kind-hearted one must be the elder.","Traditional Vietnamese painting style, a young woman peeking from behind a bamboo screen, watching two brothers sitting at a table with only one bowl of porridge, one brother pushing the bowl to the other, rustic interior, soft lighting, observation scene, medium shot, highly detailed, professional artwork.",Young Woman,Peeking,At brothers
4,5,"Từ đó, Tân và cô gái thường xuyên gặp gỡ. Tình cảm giữa hai người ngày càng khăng khít. Thấy vậy, đạo sĩ họ Lưu vui lòng gả con gái cho Tân. Sau khi cưới, hai vợ chồng dọn đến một ngôi nhà mới và Lang vẫn ở chung.","From then on, Tan and the young woman met frequently, and their affection steadily deepened. Pleased by what he saw, the Taoist master of the Luu family agreed to marry his daughter to Tan. After the wedding, the couple moved into a new house, while Lang continued to live with them.","Traditional Vietnamese painting style, a simple wedding ceremony in an ancient house, Tan and the Taoist's daughter bowing to ancestors, Lang standing nearby looking happy but slightly isolated, red festive colors, warm and traditional atmosphere, medium shot, highly detailed, masterpiece quality.",Tan and Wife,Getting married,Near Lang
5,5,"Từ ngày lấy vợ, Tân vẫn thương em nhưng không còn âu yếm như trước. Lang, vốn quen được anh chăm sóc, nay phải sống trong nhiều ngày cô đơn. Lang nhận ra anh thường tránh mình và buồn bã nghĩ rằng anh đã mê vợ quên em.","After his marriage, Tan still cared for his younger brother, but he was no longer as tender as before. Lang, who had long been accustomed to his brother’s attention, now endured many lonely days. He noticed that Tan often avoided him and sorrowfully believed that his brother had become absorbed in his wife and forgotten him.","Traditional Vietnamese painting style, Tan and his wife laughing together in the sunlight, while Lang sits alone in the shadows of the porch looking sad and lonely, contrast between togetherness and isolation, emotional atmosphere, medium shot, highly detailed, 8k resolution.",Lang,Sitting alone,Watching brother
6,5,"Một hôm, Lang và Tân cùng lên nương đến tối mịt mới về. Lang về trước, vừa bước qua ngưỡng cửa thì vợ Tân từ trong buồng chạy ra ôm chầm lấy. Lang kêu lên, cả hai đều bối rối xấu hổ. Đúng lúc ấy, Tân bước vào nhà.","One day, Lang and Tan worked in the fields until nightfall. Lang returned home first, and as he stepped across the threshold, Tan’s wife rushed out from the inner room and embraced him. Lang cried out, leaving both of them flustered and ashamed. At that very moment, Tan entered the house.","Traditional Vietnamese painting style, twilight setting, Tan's wife hugging Lang by mistake at the doorstep, Lang looking shocked and pushing back, Tan entering the gate witnessing the scene, dramatic lighting, tension, medium shot, highly detailed, professional artwork.",Tan's Wife,Hugging,Lang
7,5,"Từ đó, Lang nhận ra một tính tình mới của anh: Tân ghen em. Sự ghen tuông khiến Tân càng thêm lạnh nhạt. Lang vừa giận vừa thẹn, nảy ý định bỏ nhà ra đi.","From then on, Lang perceived a change in his brother: Tan had grown jealous of him. This jealousy made Tan increasingly distant. Feeling both hurt and humiliated, Lang began to entertain the thought of leaving home.","Traditional Vietnamese painting style, Tan looking coldly at his brother with suspicion, Lang looking down with a heartbroken expression, packing a small cloth bundle in a dim room, psychological tension, close-up, highly detailed, masterpiece quality.",Lang,Packing,To leave
8,5,"Một sáng sớm tinh mơ, Lang quyết định ra đi. Chàng lần theo con đường mòn, lòng đầy oán trách. Sau nhiều ngày đi bộ, Lang đến bờ một con sông lớn. Nước chảy xiết, xung quanh vắng lặng, nhưng Lang quyết không quay về.","At dawn one early morning, Lang made his decision and set out. He followed a narrow path, his heart heavy with resentment. After many days of walking, he arrived at the bank of a vast river. The waters rushed swiftly and the land lay silent, yet Lang was determined never to return.","Traditional Vietnamese painting style, Lang walking alone on a deserted path towards a wide rushing river, grey sky, wind blowing, landscape of isolation and determination, wide angle, highly detailed, 8k resolution.",Lang,Walking,To river
9,5,"Lang ngồi gục bên bờ sông, ôm mặt khóc mãi. Tiếng nức nở kéo dài đến tận đêm khuya. Sáng hôm sau, Lang chỉ còn là một thân xác vô hồn, đã hóa thành đá.","Lang collapsed by the riverbank, covering his face as he wept without end. His sobs continued deep into the night. By the following morning, he had become a lifeless body, transformed into stone.","Traditional Vietnamese painting style, a large limestone rock shaped like a grieving man crouching on the riverbank, moonlight reflecting on the water, mystical and sad atmosphere, still life composition, highly detailed, masterpiece quality.",Lang,Turning into,Limestone
10,5,"Ban đầu, Tân không để ý việc em vắng mặt. Nhưng nhiều ngày trôi qua vẫn không thấy Lang về, chàng đi hỏi khắp nơi mà không có tin tức. Hiểu rằng em bỏ đi vì giận mình, Tân vô cùng hối hận và vội vã lên đường tìm em.","At first, Tan paid little heed to his brother’s absence. When many days passed without Lang’s return, he searched everywhere but found no trace of him. Realizing that Lang had left out of resentment toward him, Tan was filled with remorse and hastened to search for his brother.","Traditional Vietnamese painting style, Tan running anxiously through a forest path, calling out for his brother, expression of regret and worry, dynamic motion, foliage blurring, medium shot, highly detailed, professional artwork.",Tan,Searching,For Lang
11,5,"Sau nhiều ngày tìm kiếm, Tân đến bờ một con sông lớn và phát hiện Lang đã hóa thành đá. Tân đứng bên hòn đá khóc cho đến khi kiệt sức. Chàng chết đi và hóa thành một cây thân thẳng vươn lên trời bên cạnh hòn đá.","After many days of searching, Tan reached the bank of a great river and discovered that Lang had turned into stone. Tan wept beside the stone until his strength failed him. He died and was transformed into a tall, upright tree rising toward the sky beside the stone.","Traditional Vietnamese painting style, a tall straight Areca palm tree growing beside the limestone rock, reaching towards the sky, river background, symbolic transformation, vertical composition, highly detailed, 8k resolution.",Tan,Turning into,Areca tree
12,5,"Vợ Tân chờ mãi không thấy chồng về cũng bỏ nhà đi tìm. Đến bờ sông, nàng không thể qua được nên ngồi lại bên cây khóc đến cạn nước mắt. Cuối cùng, nàng chết và hóa thành một dây leo quấn quanh thân cây.","Tan’s wife waited in vain for her husband’s return and eventually left home to search for him. When she reached the river and found no way across, she sat beside the tree and wept until her tears were exhausted. In the end, she died and was transformed into a vine entwining the tree.","Traditional Vietnamese painting style, a lush green Betel vine winding affectionately around the trunk of the Areca palm tree next to the limestone rock, leaves heart-shaped, symbol of unity, soft natural light, close-up, highly detailed, masterpiece quality.",Wife,Turning into,Betel vine
13,5,"Không thấy ba người trở về, vợ chồng đạo sĩ nhờ dân làng đi tìm. Trước hòn đá và hai cây lạ, họ dựng một ngôi miếu bên sông để thờ ba người trẻ tuổi. Dân gian gọi đó là miếu Anh Em Hòa Thuận, Vợ Chồng Tiết Nghĩa.","When none of the three returned, the Taoist master and his wife asked the villagers to search for them. Upon finding the stone and the two unfamiliar plants, they built a shrine by the river to honor the three young people. The people called it the Shrine of Harmonious Brothers and the Faithful Couple.","Traditional Vietnamese painting style, villagers building a small tiled-roof shrine near the river beside the Areca tree and limestone rock, burning incense, respectful atmosphere, landscape shot, highly detailed, professional artwork.",Villagers,Building,Shrine
14,5,"Về sau, một năm hạn hán dữ dội khiến cây cối khô héo, chỉ có hai cây bên hòn đá trước miếu vẫn xanh tốt. Vua Hùng đi qua vùng ấy, thấy cảnh lạ liền cho gọi các bô lão đến hỏi rõ sự tích.","Later, a year of severe drought caused all vegetation to wither, except for the two plants growing beside the stone before the shrine. When the Hung King passed through the region and witnessed this unusual sight, he summoned the local elders to recount its origin.","Traditional Vietnamese painting style, King Hung and his entourage stopping their horses in a parched yellow landscape, looking at the miraculously green Areca tree and Betel vine, contrast of colors, royal presence, wide angle, highly detailed, 8k resolution.",King Hung,Observing,Green trees
15,5,"Nghe chuyện, vua Hùng vô cùng cảm động. Vua cho hái quả của cây nếm thử, vị chát bình thường. Nhưng khi nhai cùng lá dây, một hương vị lạ xuất hiện, vừa ngọt vừa cay thơm.","Deeply moved by the tale, the Hung King ordered the fruit of the tree to be picked and tasted, finding it merely astringent. However, when it was chewed together with the vine’s leaves, a curious flavor emerged, both sweet and warmly spicy.","Traditional Vietnamese painting style, King Hung holding an Areca nut and a Betel leaf, chewing them thoughtfully, expression of discovery, attendants watching closely, intricate costume details, close-up, highly detailed, masterpiece quality.",King Hung,Tasting,Fruit and leaf
16,5,"Bỗng một viên quan kêu lên vì thấy bã trầu nhổ xuống đá đỏ như máu. Khi nhai đủ quả, lá và vôi, người ta cảm thấy nóng bừng, môi đỏ thắm và sắc mặt hồng hào.","Suddenly, an attendant cried out upon seeing the chewed mixture spat onto the stone turn red like blood. When the fruit, leaves, and lime were chewed together, a warmth spread through the body, the lips turned crimson, and the complexion grew rosy.","Traditional Vietnamese painting style, a splash of bright red color on the white limestone rock, King Hung's lips turning red, a sense of warmth and magic, symbolic imagery, close-up details, highly detailed, professional artwork.",Red Juice,Appearing,On stone
17,5,"Vua Hùng thốt lên rằng đây chính là hóa thân của ba người, tình yêu và nghĩa tình của họ thắm đỏ và thiêng liêng.","The Hung King proclaimed that these were the true incarnations of the three, whose love and devotion were vivid, sacred, and everlasting.","Traditional Vietnamese painting style, King Hung standing tall pointing at the trees and rock, proclaiming to the gathered crowd, divine rays of light illuminating the shrine, mythical atmosphere, medium shot, highly detailed, 8k resolution.",King Hung,Proclaiming,Meaning
18,5,"Từ đó, vua Hùng truyền lệnh nhân giống hai loại cây ấy khắp nơi và quy định lễ cưới phải có trầu, cau và vôi để ghi nhớ tình yêu bền chặt. Từ đó hình thành tục ăn trầu của người Việt.","From then on, the Hung King ordered these plants to be propagated throughout the land and decreed that betel leaves, areca nuts, and lime must be present at weddings to commemorate enduring love. Thus arose the Vietnamese custom of chewing betel.","Traditional Vietnamese painting style, a red lacquered wedding tray containing Areca nuts, Betel leaves, and white lime, a young couple in wedding attire in the background, symbol of eternal love, cultural still life, highly detailed, masterpiece quality.",Betel and Areca,Symbolizing,Wedding love
,,,,,,,
